2019-03-09 10:58:05,b'United Airlines Springs Forward With New Routes Starting This Month #tourist #unitedAIRLINES #Airport #travel\xe2\x80\xa6 https://t.co/2gEBGUzX80'
2019-03-09 10:22:35,"b'RT @Michaelkelly707: Now, this looks interesting #avgeek #UnitedAirlines https://t.co/JUQGTuxhoo'"
2019-03-09 09:49:24,b'RT @UnitedFlyerHD: United B787-9 (N26966) after pushback at Houston IAH for a flight to SFO\n#avgeek #boeing #boeing787 #dreamliner #UnitedA\xe2\x80\xa6'
2019-03-09 09:41:09,"b'@united thank you so much for an awesome journey from #lhr to #ewr it was Uber comfortable, #salad on the way there\xe2\x80\xa6 https://t.co/7kitfFqMxX'"
2019-03-09 09:27:58,"b'RT @Michaelkelly707: Now, this looks interesting #avgeek #UnitedAirlines https://t.co/JUQGTuxhoo'"
2019-03-09 09:25:00,"b'RT @Michaelkelly707: Now, this looks interesting #avgeek #UnitedAirlines https://t.co/JUQGTuxhoo'"
2019-03-09 08:30:02,"b'RT @Michaelkelly707: Now, this looks interesting #avgeek #UnitedAirlines https://t.co/JUQGTuxhoo'"
2019-03-09 08:21:34,b'Sitting in your hotel room waiting on @United  #UnitedAirlines to deliver your luggage that they never put on the f\xe2\x80\xa6 https://t.co/wOtUHH31hB'
2019-03-09 07:39:49,b'@united has done it again! My husband\xe2\x80\x99s flight was diverted from its destination &amp; grounded. United  \xe2\x80\x9ccan\xe2\x80\x99t\xe2\x80\x9d: pay f\xe2\x80\xa6 https://t.co/NFfNFdGSdr'
2019-03-09 07:33:08,"b'RT @garrisonwynn: Great event in Chicago today. Key quote: ""If everyone on your team looks just like you... it\'s not a great team"" #HR #lov\xe2\x80\xa6'"
2019-03-09 06:56:00,"b'RT @Michaelkelly707: Now, this looks interesting #avgeek #UnitedAirlines https://t.co/JUQGTuxhoo'"
2019-03-09 06:20:32,"b'Only thing #flymonterey guarantees you, is spending time at #UnitedAirlines Customer Service. 3 delayed/canceled fl\xe2\x80\xa6 https://t.co/QOE2CAeoTn'"
2019-03-09 06:01:37,"b'RT @LuapSurLAvion: @united plans an ""evolution"" to the globe #livery. It\'s about time they do something different since it\'s been years sin\xe2\x80\xa6'"
2019-03-09 05:56:58,"b'@united plans an ""evolution"" to the globe #livery. It\'s about time they do something different since it\'s been year\xe2\x80\xa6 https://t.co/omtxXpgbM5'"
2019-03-09 04:03:41,b'RT @SNspotter53: Widebodies at SFO!\nBA @British_Airways #BritishAirways\nUnited @united #United #UnitedAirlines\nAir France @airfrance @AirFr\xe2\x80\xa6'
